,sentence_text,tokens,profession,g,profession_first_index,g_first_index,predicted gender,stereotype,distance,num_of_pronouns,corpus,data_index
7140,"Viola agrees to cover for him and decides to pass herself off as Sebastian , in hopes of joining their boys ' team and beating Cornwall to prove their coach and her cocky ex - boyfriend , Justin ( Robert Hoffman ) , wrong for suggesting cancellation of the ladies ' soccer team .","['Viola', 'agrees', 'to', 'cover', 'for', 'him', 'and', 'decides', 'to', 'pass', 'herself', 'off', 'as', 'Sebastian', ',', 'in', 'hopes', 'of', 'joining', 'their', 'boys', ""'"", 'team', 'and', 'beating', 'Cornwall', 'to', 'prove', 'their', 'coach', 'and', 'her', 'cocky', 'ex', '-', 'boyfriend', ',', 'Justin', '(', 'Robert', 'Hoffman', ')', ',', 'wrong', 'for', 'suggesting', 'cancellation', 'of', 'the', 'ladies', ""'"", 'soccer', 'team', '.']",coach,her,29,31,female,-1,2,3,wikipedia,20
7141,"The identical mutation , present as the sole p53 allele in the tumor DNA samples and in the heterozygous state with wild type p53 allele in DNA from PBLs ( germline ) , was found in the adrenal carcinoma , the rhabdomyosarcoma , and the PBLs of the tumor-bearing child and her healthy father and 5-year-old brother .","['The', 'identical', 'mutation', ',', 'present', 'as', 'the', 'sole', 'p53', 'allele', 'in', 'the', 'tumor', 'DNA', 'samples', 'and', 'in', 'the', 'heterozygous', 'state', 'with', 'wild', 'type', 'p53', 'allele', 'in', 'DNA', 'from', 'PBLs', '(', 'germline', ')', ',', 'was', 'found', 'in', 'the', 'adrenal', 'carcinoma', ',', 'the', 'rhabdomyosarcoma', ',', 'and', 'the', 'PBLs', 'of', 'the', 'tumor', '-', 'bearing', 'child', 'and', 'her', 'healthy', 'father', 'and', '5', '-', 'year', '-', 'old', 'brother', '.']",child,her,51,53,female,-1,2,1,pubmed,20
7142,"Grace reveals that she is Quince ’s child that “ died ” and that his money truly belongs to her , though she denies being the killer .","['Grace', 'reveals', 'that', 'she', 'is', 'Quince', '’s', 'child', 'that', '“', 'died', '”', 'and', 'that', 'his', 'money', 'truly', 'belongs', 'to', 'her', ',', 'though', 'she', 'denies', 'being', 'the', 'killer', '.']",child,her,7,19,female,-1,12,4,wikipedia,20
7143,"That discovery led to Divinyls providing the entire soundtrack for the film , and also resulted in Amphlett getting a supporting role , playing a temperamental rock singer , based on herself .","['That', 'discovery', 'led', 'to', 'Divinyls', 'providing', 'the', 'entire', 'soundtrack', 'for', 'the', 'film', ',', 'and', 'also', 'resulted', 'in', 'Amphlett', 'getting', 'a', 'supporting', 'role', ',', 'playing', 'a', 'temperamental', 'rock', 'singer', ',', 'based', 'on', 'herself', '.']",singer,herself,27,31,female,-1,4,1,wikipedia,10
7144,"In January 2018 , Moskowitz — who was concerned the high school 's principal and teachers were not being strict enough—""installed her desk in the high school hallway and implemented tougher sanctions on students . ""","['In', 'January', '2018', ',', 'Moskowitz', '—', 'who', 'was', 'concerned', 'the', 'high', 'school', ""'s"", 'principal', 'and', 'teachers', 'were', 'not', 'being', 'strict', 'enough—""installed', 'her', 'desk', 'in', 'the', 'high', 'school', 'hallway', 'and', 'implemented', 'tougher', 'sanctions', 'on', 'students', '.', '""']",principal,her,13,21,female,-1,8,1,wikipedia,21
7145,"Afterwards , the officer made advances towards Charlotte , which she refused .","['Afterwards', ',', 'the', 'officer', 'made', 'advances', 'towards', 'Charlotte', ',', 'which', 'she', 'refused', '.']",officer,she,3,10,female,-1,7,1,wikipedia,18
7146,"He later visited Berlin where he met his future bride Elise ( Elisabeth ) Concordia , daughter of a banker and an amateur painter herself .","['He', 'later', 'visited', 'Berlin', 'where', 'he', 'met', 'his', 'future', 'bride', 'Elise', '(', 'Elisabeth', ')', 'Concordia', ',', 'daughter', 'of', 'a', 'banker', 'and', 'an', 'amateur', 'painter', 'herself', '.']",painter,herself,23,24,female,-1,1,4,wikipedia,10
7147,"The singer said that she wanted the remix to be played in nightclubs and bars by DJs first and then to release it to the public , however , the delay in club plays led to the release date being pushed back two weeks from the end of February 2012 to 11 March 2012 .","['The', 'singer', 'said', 'that', 'she', 'wanted', 'the', 'remix', 'to', 'be', 'played', 'in', 'nightclubs', 'and', 'bars', 'by', 'DJs', 'first', 'and', 'then', 'to', 'release', 'it', 'to', 'the', 'public', ',', 'however', ',', 'the', 'delay', 'in', 'club', 'plays', 'led', 'to', 'the', 'release', 'date', 'being', 'pushed', 'back', 'two', 'weeks', 'from', 'the', 'end', 'of', 'February', '2012', 'to', '11', 'March', '2012', '.']",singer,she,1,4,female,-1,3,1,wikipedia,4
7148,"After landing a role in the "" Supah Ninjas "" pilot , Dzienney and her mother moved to Los Angeles in November 2010 .","['After', 'landing', 'a', 'role', 'in', 'the', '""', 'Supah', 'Ninjas', '""', 'pilot', ',', 'Dzienney', 'and', 'her', 'mother', 'moved', 'to', 'Los', 'Angeles', 'in', 'November', '2010', '.']",pilot,her,10,14,female,-1,4,1,wikipedia,20
7149,"The artist , Melissa Reynolds introduces herself .","['The', 'artist', ',', 'Melissa', 'Reynolds', 'introduces', 'herself', '.']",artist,herself,1,6,female,-1,5,1,wikipedia,3
7150,"It primarily depicts the "" troubled "" relationship between the singer and her parents .","['It', 'primarily', 'depicts', 'the', '""', 'troubled', '""', 'relationship', 'between', 'the', 'singer', 'and', 'her', 'parents', '.']",singer,her,10,12,female,-1,2,1,wikipedia,20
7151,"Lisa , a young physics professor , introduces herself to Ted and asks him out to dinner to learn more about his inspiring lectures .","['Lisa', ',', 'a', 'young', 'physics', 'professor', ',', 'introduces', 'herself', 'to', 'Ted', 'and', 'asks', 'him', 'out', 'to', 'dinner', 'to', 'learn', 'more', 'about', 'his', 'inspiring', 'lectures', '.']",professor,herself,5,8,female,-1,3,3,wikipedia,3
7152,"They had three children together , however , the fourth child Paul - Felix , born in the time of their marriage , was fathered by her second husband .","['They', 'had', 'three', 'children', 'together', ',', 'however', ',', 'the', 'fourth', 'child', 'Paul', '-', 'Felix', ',', 'born', 'in', 'the', 'time', 'of', 'their', 'marriage', ',', 'was', 'fathered', 'by', 'her', 'second', 'husband', '.']",child,her,10,26,female,-1,16,1,wikipedia,1
7153,"The lawyer tells that her father left only a mangalsutra in her name , and she is shocked upon knowing that the property is transferred to a person named Ram , who stays in Bhutan .","['The', 'lawyer', 'tells', 'that', 'her', 'father', 'left', 'only', 'a', 'mangalsutra', 'in', 'her', 'name', ',', 'and', 'she', 'is', 'shocked', 'upon', 'knowing', 'that', 'the', 'property', 'is', 'transferred', 'to', 'a', 'person', 'named', 'Ram', ',', 'who', 'stays', 'in', 'Bhutan', '.']",lawyer,she,1,15,female,-1,14,3,wikipedia,11
7154,"England 's captain , Charlotte Edwards , appeared in the tournament for the fifth successive time , the most of any player at the 2013 competition , while India 's captain , Mithali Raj , made her fourth successive appearance .","['England', ""'s"", 'captain', ',', 'Charlotte', 'Edwards', ',', 'appeared', 'in', 'the', 'tournament', 'for', 'the', 'fifth', 'successive', 'time', ',', 'the', 'most', 'of', 'any', 'player', 'at', 'the', '2013', 'competition', ',', 'while', 'India', ""'s"", 'captain', ',', 'Mithali', 'Raj', ',', 'made', 'her', 'fourth', 'successive', 'appearance', '.']",captain,her,30,36,female,-1,6,1,wikipedia,21
7155,"Now I 'm waiting on a decision now and hopefully this time they will give it to me . "" Her "" fight "" included hiring a lawyer to push her application through and finally end her waiting .","['Now', 'I', ""'"", 'm', 'waiting', 'on', 'a', 'decision', 'now', 'and', 'hopefully', 'this', 'time', 'they', 'will', 'give', 'it', 'to', 'me', '.', '""', 'Her', '""', 'fight', '""', 'included', 'hiring', 'a', 'lawyer', 'to', 'push', 'her', 'application', 'through', 'and', 'finally', 'end', 'her', 'waiting', '.']",lawyer,her,28,37,female,-1,9,3,covid19,17
7156,"One female farmer who relied on her mother for childcare described how , upon returning home from the fields , she found her daughter 's diaper had gone unchanged all day .","['One', 'female', 'farmer', 'who', 'relied', 'on', 'her', 'mother', 'for', 'childcare', 'described', 'how', ',', 'upon', 'returning', 'home', 'from', 'the', 'fields', ',', 'she', 'found', 'her', 'daughter', ""'s"", 'diaper', 'had', 'gone', 'unchanged', 'all', 'day', '.']",farmer,she,2,20,female,-1,18,3,covid19,4
7157,"Her father is Assyrian and a civil engineer and her mother is American , who are both of Christian faith .","['Her', 'father', 'is', 'Assyrian', 'and', 'a', 'civil', 'engineer', 'and', 'her', 'mother', 'is', 'American', ',', 'who', 'are', 'both', 'of', 'Christian', 'faith', '.']",engineer,her,7,9,female,-1,2,2,wikipedia,20
7158,"Her Bennington instructor , Tony Smith ( sculptor ) , was a close friend and her art - history professor , Eugene Goossen , a mentor and later her husband .","['Her', 'Bennington', 'instructor', ',', 'Tony', 'Smith', '(', 'sculptor', ')', ',', 'was', 'a', 'close', 'friend', 'and', 'her', 'art', '-', 'history', 'professor', ',', 'Eugene', 'Goossen', ',', 'a', 'mentor', 'and', 'later', 'her', 'husband', '.']",professor,her,19,28,female,-1,9,3,wikipedia,20
7159,"In May – August 2011 , a major survey exhibition at London 's Hayward Gallery consisted of work from all aspects of Emin 's art practice , revealing facets of the artist and her work that are frequently overlooked .","['In', 'May', '–', 'August', '2011', ',', 'a', 'major', 'survey', 'exhibition', 'at', 'London', ""'s"", 'Hayward', 'Gallery', 'consisted', 'of', 'work', 'from', 'all', 'aspects', 'of', 'Emin', ""'s"", 'art', 'practice', ',', 'revealing', 'facets', 'of', 'the', 'artist', 'and', 'her', 'work', 'that', 'are', 'frequently', 'overlooked', '.']",artist,her,31,33,female,-1,2,1,wikipedia,20
7160,"Because of her husband 's conviction and disgraceful resignation , she was marginalized in social circles that once had accommodated her flamboyant style : a reporter wrote of "" her unstinted display of gypsy colors on the floor . ""","['Because', 'of', 'her', 'husband', ""'s"", 'conviction', 'and', 'disgraceful', 'resignation', ',', 'she', 'was', 'marginalized', 'in', 'social', 'circles', 'that', 'once', 'had', 'accommodated', 'her', 'flamboyant', 'style', ':', 'a', 'reporter', 'wrote', 'of', '""', 'her', 'unstinted', 'display', 'of', 'gypsy', 'colors', 'on', 'the', 'floor', '.', '""']",reporter,her,25,29,female,-1,4,4,wikipedia,14
7161,"After her death on 30 December 2003 , director Zhang Yimou decided to alter the script rather than find a replacement .","['After', 'her', 'death', 'on', '30', 'December', '2003', ',', 'director', 'Zhang', 'Yimou', 'decided', 'to', 'alter', 'the', 'script', 'rather', 'than', 'find', 'a', 'replacement', '.']",director,her,8,1,female,-1,7,1,wikipedia,15
7162,"From this point onward , the artist focussed her attention on the possibility of finding images out of internal processes .","['From', 'this', 'point', 'onward', ',', 'the', 'artist', 'focussed', 'her', 'attention', 'on', 'the', 'possibility', 'of', 'finding', 'images', 'out', 'of', 'internal', 'processes', '.']",artist,her,6,8,female,-1,2,1,wikipedia,21
7163,"The above example explained — in a simplified way — how a mathematician might weaken her conjecture in the face of counterexamples , but counterexamples can also be used to demonstrate the necessity of certain assumptions and hypothesis .","['The', 'above', 'example', 'explained', '—', 'in', 'a', 'simplified', 'way', '—', 'how', 'a', 'mathematician', 'might', 'weaken', 'her', 'conjecture', 'in', 'the', 'face', 'of', 'counterexamples', ',', 'but', 'counterexamples', 'can', 'also', 'be', 'used', 'to', 'demonstrate', 'the', 'necessity', 'of', 'certain', 'assumptions', 'and', 'hypothesis', '.']",mathematician,her,12,15,female,-1,3,1,wikipedia,21
7164,"In McKinley 's version of the classic fairy tale , Sleeping Beauty , a wicked fairy named Pernicia appears on the princess ' name - day and places a curse on the baby , claiming that the child will , on her 21st birthday , prick her finger on a spindle and fall into deathly sleep .","['In', 'McKinley', ""'s"", 'version', 'of', 'the', 'classic', 'fairy', 'tale', ',', 'Sleeping', 'Beauty', ',', 'a', 'wicked', 'fairy', 'named', 'Pernicia', 'appears', 'on', 'the', 'princess', ""'"", 'name', '-', 'day', 'and', 'places', 'a', 'curse', 'on', 'the', 'baby', ',', 'claiming', 'that', 'the', 'child', 'will', ',', 'on', 'her', '21st', 'birthday', ',', 'prick', 'her', 'finger', 'on', 'a', 'spindle', 'and', 'fall', 'into', 'deathly', 'sleep', '.']",child,her,37,46,female,-1,9,2,wikipedia,21
7165,Amy was originally a patrol officer at the 64th precinct but requested a transfer to the 99th when her captain almost sexually assaulted her shortly after her promotion to detective .,"['Amy', 'was', 'originally', 'a', 'patrol', 'officer', 'at', 'the', '64th', 'precinct', 'but', 'requested', 'a', 'transfer', 'to', 'the', '99th', 'when', 'her', 'captain', 'almost', 'sexually', 'assaulted', 'her', 'shortly', 'after', 'her', 'promotion', 'to', 'detective', '.']",captain,her,19,26,female,-1,7,3,wikipedia,14
7166,"American singer / actress Lynda Carter covered the song on her 2018 studio album "" Red Rock N ' Blues "" .","['American', 'singer', '/', 'actress', 'Lynda', 'Carter', 'covered', 'the', 'song', 'on', 'her', '2018', 'studio', 'album', '""', 'Red', 'Rock', 'N', ""'"", 'Blues', '""', '.']",singer,her,1,10,female,-1,9,1,wikipedia,15
7167,""" Sibyl Sue Blue "" , Brown 's first novel , is also her first of two novels featuring the title character , "" the interstellar adventures of a tough female cop and her teenage daughter "" .","['""', 'Sibyl', 'Sue', 'Blue', '""', ',', 'Brown', ""'s"", 'first', 'novel', ',', 'is', 'also', 'her', 'first', 'of', 'two', 'novels', 'featuring', 'the', 'title', 'character', ',', '""', 'the', 'interstellar', 'adventures', 'of', 'a', 'tough', 'female', 'cop', 'and', 'her', 'teenage', 'daughter', '""', '.']",cop,her,31,33,female,-1,2,2,wikipedia,20
7168,"The cook says that she can stay if she wants , but Hushpuppy says that she ' s got to go home .","['The', 'cook', 'says', 'that', 'she', 'can', 'stay', 'if', 'she', 'wants', ',', 'but', 'Hushpuppy', 'says', 'that', 'she', ""'"", 's', 'got', 'to', 'go', 'home', '.']",cook,she,1,4,female,-1,3,3,wikipedia,4
7169,"Charlie 's lawyer , Bristow ( Raymond Burr ) , is $ 6,000 in her debt and therefore might be involved in the gold theft .","['Charlie', ""'s"", 'lawyer', ',', 'Bristow', '(', 'Raymond', 'Burr', ')', ',', 'is', '$', '6,000', 'in', 'her', 'debt', 'and', 'therefore', 'might', 'be', 'involved', 'in', 'the', 'gold', 'theft', '.']",lawyer,her,2,14,female,-1,12,1,wikipedia,14
7170,"The younger singer outspokenly talked about her professional life , upcoming wedding as well as her past relationships .","['The', 'younger', 'singer', 'outspokenly', 'talked', 'about', 'her', 'professional', 'life', ',', 'upcoming', 'wedding', 'as', 'well', 'as', 'her', 'past', 'relationships', '.']",singer,her,2,6,female,-1,4,2,wikipedia,14
7171,"You Belong with Me "" at the 2009 MTV Video Music Awards for Best Female Video , West stormed the stage , grabbed Swift 's microphone , and declared that singer Beyoncé deserved the award for her "" Single Ladies ( Put a Ring on It ) "" video .","['You', 'Belong', 'with', 'Me', '""', 'at', 'the', '2009', 'MTV', 'Video', 'Music', 'Awards', 'for', 'Best', 'Female', 'Video', ',', 'West', 'stormed', 'the', 'stage', ',', 'grabbed', 'Swift', ""'s"", 'microphone', ',', 'and', 'declared', 'that', 'singer', 'Beyoncé', 'deserved', 'the', 'award', 'for', 'her', '""', 'Single', 'Ladies', '(', 'Put', 'a', 'Ring', 'on', 'It', ')', '""', 'video', '.']",singer,her,30,36,female,-1,6,1,wikipedia,15
7172,"The Ricksen family doctor would support this prognosis prior to her death , stating : "" She crowded too much work into too short a time , and overtaxed her capacities .","['The', 'Ricksen', 'family', 'doctor', 'would', 'support', 'this', 'prognosis', 'prior', 'to', 'her', 'death', ',', 'stating', ':', '""', 'She', 'crowded', 'too', 'much', 'work', 'into', 'too', 'short', 'a', 'time', ',', 'and', 'overtaxed', 'her', 'capacities', '.']",doctor,her,3,10,female,-1,7,3,wikipedia,14
